STATE,FSCS ID,LIBRARY ID,LIBRARY NAME,ADDRESS,CITY,ZIP,LOCALE,REAP LOCALE,SERVICE AREA POPULATION,UNDUPLICATED POPULATION,CENTRAL LIBRARIES,BRANCH LIBRARIES,BOOKMOBILES,MLS LIBRARIAN STAFF,LIBRARIAN STAFF,OTHER STAFF,TOTAL STAFF,LOCAL REVENUE,STATE REVENUE,FEDERAL REVENUE,OTHER REVENUE,TOTAL REVENUE,SALARIES,BENEFITS,TOTAL STAFF EXPENDITURES,PRINT EXPENDITURES,ELECTRONIC EXPENDITURES,OTHER COLLECTION EXPENDITURES,TOTAL COLLECTION EXPENDITURES,OTHER EXPENDITURES,TOTAL EXPENDITURES,LOCAL CAPITAL REVENUE,STATE CAPITAL REVENUE,FEDERAL CAPITAL REVENUE,OTHER CAPITAL REVENUE,TOTAL CAPITAL REVENUE,CAPITAL EXPENDITURES,PRINT MATERIALS,EBOOKS,AUDIO MATERIALS,AUDIO DOWNLOADS,VIDEO MATERIALS,VIDEO DOWNLOADS,LOCAL DATABASES,STATE DATABASES,TOTAL DATABASES,PRINT SERIALS,HOURS,VISITS,REFERENCES,USERS,TOTAL CIRCULATION,KIDS CIRCULATION,ELECTRONIC CIRCULATION,PHYSICAL ITEM CIRCULATION,ELECTRONIC INFO RETRIEVALS,ELECTRONIC CONTENT USES,TOTAL CIRCULATION & RETRIEVALS,LOANS TO,LOANS FROM,TOTAL PROGRAMS,KIDS PROGRAMS,YA PROGRAMS,PROGRAM AUDIENCE,KIDS PROGRAM AUDIENCE,YA PROGRAM AUDIENCE,COMPUTERS,COMPUTER USES,WIFI SESSIONS,YEAR,START DATE,END DATE,REPORTING STATUS,BEA REGION,STRUCTURE CHANGE,NAME CHANGE,ADDRESS CHANGE,INTERLIBRARY RELATIONSHIP,MAILING ADDRESS,MAILING CITY,MAILING ZIP,PHONE,COUNTY,COUNTY POPULATION,LEGAL BASIS,ADMINISTRATIVE STRUCTURE,FSCS DEFINITION,LSABOUND,INCITS STATE CODE,INCITS COUNTY CODE,GNIS ID,CENSUS TRACT,CENSUS BLOCK,CONGRESSIONAL DISTRICT,CBSA,METRO/MICRO AREA,ADDRESS MATCH TYPE,ESRI MATCH STATUS,GEOGRAPHIC CODE,GEOCODE SCORE,LONGITUDE
TX,TX0263,344,SAN ANTONIO PUBLIC LIBRARY,600 SOLEDAD ST,SAN ANTONIO,78205,11,1,"1,754,711","1,750,686",1,29,0,145,145,300,445,"37,234,848",0,0,"338,478","37,573,326","17,008,836","5,011,139","22,019,975","1,675,968","1,605,588","921,555","4,203,111","11,350,240","37,573,326.00","4,208,000.00",0,0,0,"4,208,000.00","4,208,000.00","1,683,324","73,925","124,335","31,560","241,555","1,639",15,61,76,"2,066","81,501","5,331,930","1,733,588","939,711","7,184,279","2,809,612","1,012,455","6,171,824",-1,"1,012,455","7,184,279","11,394","10,507","16,639","8,674","2,846","342,672","233,606","45,884",782,"953,395","2,142,146",2017,10/01/2015,09/30/2016,1,6,0,0,0,ME,600 SOLEDAD ST,SAN ANTONIO,78205,2102072500,BEXAR,"1,928,680",CI,MO,Y,N,48,29,65000,1101,2003,4835,41700,0,PointAddress,E,CO2,100,"(29.431989, -98.49335)"
TX,TX0744,649,BIBLIOTECH,3505 PLEASANTON RD,SAN ANTONIO,78205,11,1,"81,233","81,047",1,3,0,2,2,29.48,31.48,"1,901,144",0,0,"231,889","2,133,033","887,098","249,038","1,136,136",0,"427,064",0,"427,064","190,439","1,753,639.00",0,0,0,0,0,"11,969.00",0,"212,462",0,"322,909",0,"13,333",5,61,66,0,"9,284","86,259","1,553","96,528","176,431","19,908","171,953","4,478",-1,"171,953","176,431",0,0,648,325,190,"3,989","1,177",805,178,"49,655",0,2017,10/01/2015,09/30/2016,1,6,0,0,0,ME,"101 W NUEVA, SUITE 901",SAN ANTONIO-BEXARCOU,78205,2102890963,BEXAR,"1,928,680",CO,MA,Y,N,48,29,65000,1514,3018,4823,41700,0,StreetAddress,E,CO1,92.08,"(29.344452, -98.503909)"
CA,CA0109,M705,SAN BERNARDINO COUNTY LIBRARY,777 EAST RIALTO AVE,SAN BERNARDINO,92415,12,2,"1,257,956","1,257,956",0,32,0,8,30,152,182,"15,265,873","108,624","28,437","1,295,213","16,698,147","4,673,351","1,470,890","6,144,241","2,058,094","329,985",0,"2,388,079","8,512,923","17,045,243.00",0,0,0,0,0,0,"1,124,464","26,339","39,760","4,638","48,410","1,706",29,0,29,772,"66,778","3,008,349","638,179","539,003","4,490,819","2,332,744","214,800","4,276,019",-1,"214,800","214,800","20,545","24,161","6,722","4,177",698,"245,592","215,699","11,845",795,"826,000",-1,2017,07/01/2015,06/30/2016,2,8,0,0,7,ME,777 EAST RIALTO AVE,SAN BERNARDINO,92415,9093872220,SAN BERNARDINO,"2,140,096",CO,MA,Y,N,6,71,65000,65,4014,631,40140,0,PointAddress,E,CO2,84,"(34.101429, -117.270942)"
CA,CA0110,M706,SAN BERNARDINO PUBLIC LIBRARY,555 W. SIXTH ST.,SAN BERNARDINO,92410,12,2,"215,491","215,491",1,3,0,4,4,16.8,20.8,"1,485,044","66,115","15,000","115,000","1,681,159","980,167","266,195","1,246,362","90,000","55,000",0,"145,000","388,993","1,780,355.00",0,0,0,0,0,0,"186,588","1,139","1,309",575,"11,632",0,14,0,14,205,"5,044","291,130","52,027","34,873","155,938","65,980","3,019","152,919","2,089","5,108","158,027",91,16,533,447,18,"14,003","12,469",189,63,"55,912",-1,2017,07/01/2015,06/30/2016,1,8,0,0,0,ME,555 W. SIXTH ST.,SAN BERNARDINO,92410,9093818215,SAN BERNARDINO,"2,140,096",CI,MO,Y,N,6,71,65000,57.01,1011,631,40140,0,PointAddress,E,CI1,100,"(34.110153, -117.295261)"
CA,CA0112,M708,SAN DIEGO COUNTY LIBRARY,"5560 OVERLAND AVE., SUITE 110",SAN DIEGO,92123,11,1,"1,106,230","1,106,230",0,33,2,79,80,178,258,"37,317,938","246,879","108,337","2,040,789","39,713,943","13,091,449","9,826,412","22,917,861","2,709,925","1,201,114","1,666,271","5,577,310","11,609,464","40,104,635.00",0,0,0,0,0,0,"1,012,441","28,208","97,065","6,850","213,604",16,22,0,22,"3,952","87,729","5,448,526","342,186","1,040,151","11,515,560","4,583,791","833,727","10,681,833","320,055","1,153,782","11,835,615","15,211","74,816","33,889","16,183","3,324","672,480","439,461","35,226",787,"727,101","604,266",2017,07/01/2015,06/30/2016,1,8,0,0,0,ME,"5560 OVERLAND AVE., SUITE 110",SAN DIEGO,92123,8586942415,SAN DIEGO,"3,317,749",CO,MA,Y,N,6,73,66000,85.11,1020,652,41740,0,StreetAddress,E,CO2,100,"(32.833948, -117.130716)"
CA,CA0113,M709,SAN DIEGO PUBLIC LIBRARY,820 E ST.,SAN DIEGO,92101,11,1,"1,391,676","1,391,676",1,35,0,112.75,121,310,431,"42,266,448","213,049","195,846","6,654,923","49,330,266","19,330,224","14,117,823","33,448,047","1,924,040","933,714","434,031","3,291,785","10,407,558","47,147,390.00",0,0,0,0,0,"1,255,992.00","4,715,696","96,457","197,095","10,404","263,531",0,62,0,62,"3,771","92,318","6,940,237","1,054,104","761,961","6,840,359","2,981,348","274,977","6,565,382","53,904,566","54,179,543","60,744,925","16,345","13,666","27,632","12,569",0,"464,112","310,580",0,"1,083","966,477","213,369",2017,07/01/2015,06/30/2016,1,8,0,0,0,ME,820 E ST.,SAN DIEGO,92101,6192365870,SAN DIEGO,"3,317,749",CI,MO,Y,N,6,73,66000,53,2000,652,41740,0,PointAddress,E,CI1,100,"(32.714717, -117.156961)"
CA,CA0114,M710,SAN FRANCISCO PUBLIC LIBRARY,100 LARKIN ST,SAN FRANCISCO,94102,11,1,"866,583","866,583",1,27,4,213,219,489,708,"120,825,707","74,029",0,"1,091,902","121,991,638","48,721,840","26,799,090","75,520,930","6,014,275","4,700,253","2,313,265","13,027,793","23,926,262","112,474,985.00","69,653.00",0,0,"5,863.00","75,516.00","1,111,417.00","2,618,747","159,602","96,791","219,497","247,119","43,934",217,0,217,"6,505","70,360","6,362,573","714,790","429,633","10,677,967","3,002,182","1,869,803","8,808,164","7,528,590","9,398,393","18,206,557","60,049","40,411","18,170","11,076","2,695","505,716","405,880","31,253",867,"1,093,316","2,100,210",2017,07/01/2015,06/30/2016,1,8,0,0,0,ME,100 LARKIN ST.,SAN FRANCISCO,94102,4155574400,SAN FRANCISCO,"870,887",CI,MO,Y,N,6,75,67000,124.02,1005,612,41860,0,PointAddress,E,CO1,100,"(37.779047, -122.416627)"
CA,CA0115,M711,SAN JOSE PUBLIC LIBRARY,150 E SAN FERNANDO STREET,SAN JOSE,95112,11,1,"1,042,094","1,042,094",1,23,0,91,93,261.29,354.29,"36,913,662","110,989","61,015","1,614,928","38,700,594","19,630,562","9,810,403","29,440,965","3,714,778","1,374,596","965,843","6,055,217","3,856,781","39,352,963.00","29,800,314.00",0,0,0,"29,800,314.00","27,164,217.00","1,924,050","131,875","109,367","35,678","199,295","10,017",67,0,67,"2,647","56,258","6,855,000","550,000","517,090","9,730,584","4,652,743","570,938","9,159,646","363,354","934,292","10,093,938","24,008","19,498","16,600","10,850",865,"395,400","317,984","13,050","1,265","1,239,519","723,840",2017,07/01/2015,06/30/2016,1,8,0,0,0,ME,150 E SAN FERNANDO STREET,SAN JOSE,95112,4088082000,SANTA CLARA,"1,919,402",CI,MO,Y,N,6,85,68000,5009.01,1004,619,41940,0,StreetAddress,E,CI1,100,"(37.336132, -121.885267)"
CA,CA0084,M680,ORANGE COUNTY PUBLIC LIBRARIES,1501 E. ST. ANDREW PLACE,SANTA ANA,92705,11,1,"1,615,125","1,615,125",0,32,0,115.5,115.5,229,344.5,"47,734,578","377,531","61,250","2,070,868","50,244,227","17,484,434","8,409,461","25,893,895","2,499,472","781,519",0,"3,280,991","18,087,671","47,262,557.00",0,0,0,"85,250.00","85,250.00","389,832.00","1,742,462","78,967","66,463","20,438","71,321",125,23,0,23,"3,200","87,152","6,294,288","659,394","777,955","6,694,988","3,600,373","556,078","6,138,910","1,063,823","1,619,901","7,758,811","1,890","5,381","11,968","7,227","1,455","364,513","281,362","38,325",724,"632,895","1,205,099",2017,07/01/2015,06/30/2016,1,8,0,0,0,ME,1501 E. ST. ANDREW PLACE,SANTA ANA,92705,7145663000,ORANGE,"3,172,532",CO,MA,Y,N,6,59,69000,744.03,1082,646,31080,0,PointAddress,E,CO2,100,"(33.722938, -117.84875)"
CA,CA0123,M719,SANTA ANA PUBLIC LIBRARY,26 CIVIC CENTER PLAZA,SANTA ANA,92701,11,1,"342,930","342,930",1,3,0,14,14,55,69,"3,806,974",0,"439,095",0,"4,246,069","2,372,236","776,408","3,148,644","190,255","56,357","16,909","263,521","833,904","4,246,069.00",0,0,"80,000.00",0,"80,000.00","80,000.00","182,740","3,180","6,908",154,"13,720",0,42,0,42,90,"6,552","397,786","74,381","134,576","490,798","242,718",-1,"490,798",-1,-1,"490,798",145,30,583,320,201,"17,508","12,355","1,506",79,"45,966",-1,2017,07/01/2015,06/30/2016,2,8,0,0,0,NO,26 CIVIC CENTER PLAZA,SANTA ANA,92701,7146475296,ORANGE,"3,172,532",CI,MO,Y,N,6,59,69000,750.02,1010,646,31080,0,StreetAddress,E,CI1,100,"(33.751516, -117.87452)"
CA,CA0130,M726,SANTA MONICA PUBLIC LIBRARY,601 SANTA MONICA BLVD,SANTA MONICA,90401,13,2,"93,640","93,640",1,4,0,41.38,41.38,69.62,111,"11,928,118",0,"30,000","498,900","12,457,018","6,888,097","2,595,185","9,483,282","643,620","302,362","196,826","1,142,808","1,294,330","11,920,420.00","745,000.00",0,0,0,"745,000.00","598,281.00","373,754","10,785","24,329","15,976","40,691","7,070",26,0,26,656,"10,806","1,184,130","151,654","63,586","1,470,389","411,938","101,886","1,368,503","50,387","152,273","1,520,776","2,252",137,"1,994","1,163",171,"65,803","42,320","2,483",160,"164,318","63,778",2017,07/01/2015,06/30/2016,1,8,0,0,0,ME,PO BOX 1610,SANTA MONICA,90406,3104588600,LOS ANGELES,"10,137,915",CI,MO,Y,N,6,37,70000,7019.02,1013,633,31080,0,StreetAddress,E,CI1,100,"(34.018043, -118.493252)"
AZ,AZ0036,AE-SCOTTSDALE,SCOTTSDALE PUBLIC LIBRARY,3839 NORTH DRINKWATER BOULEVARD,SCOTTSDALE,85251,12,2,"237,969","150,839",1,4,0,30,33,82.92,115.92,"8,767,985","11,181","67,486","269,291","9,115,943","5,387,184","1,714,654","7,101,838","466,928","223,507","240,072","930,507","1,083,538","9,115,883.00",0,0,0,0,0,"9,603.00","398,547",-1,"35,190","5,055","61,645",-1,19,33,52,624,"15,971","1,193,872","110,103","216,872","2,628,406","680,078","403,468","2,224,938","734,730","1,138,198","3,363,136","1,274","1,647","4,268","2,589",329,"87,727","57,541","5,487",251,"282,687","289,242",2017,07/01/2015,06/30/2016,2,6,0,14,15,NO,P.O. BOX 1000 LI 101,SCOTTSDALE,85252,4803127323,MARICOPA,"4,242,997",CI,MO,Y,N,4,13,65000,2172.01,2030,406,38060,0,PointAddress,E,CI1,100,"(33.491748, -111.921661)"
AZ,AZ0123,AE-SALTRIVER,SALT RIVER TRIBAL LIBRARY,1880 NORTH LONGMORE ROAD,SCOTTSDALE,85256,41,8,"6,197","3,928",1,0,0,0.37,1,2,3,"146,195",0,0,"5,500","151,695","93,165","28,730","121,895","12,876","2,535","2,324","17,735","39,141","178,771.00",0,0,0,0,0,"12,970.00","16,068",-1,85,-1,396,-1,-1,33,-1,0,"2,080","10,562","5,963","1,896",-1,525,-1,0,138,-1,-1,132,107,35,15,10,666,336,180,"2,025","889,875",0,2017,07/01/2015,06/30/2016,4,6,0,14,15,NO,10005 EAST OSBORN ROAD,SCOTTSDALE,85256,4803622557,MARICOPA,"4,242,997",NL,SO,Y,N,4,13,M,9413,1147,406,38060,0,StreetAddress,E,OTH,100,"(33.46674, -111.865913)"
WA,WA0064,WA0064,SEATTLE PUBLIC LIBRARY,1000 4TH AVE,SEATTLE,98104,11,1,"686,800","686,800",1,26,4,139.46,139.46,453.48,592.94,"65,518,211",0,0,"7,723,352","73,241,563","37,920,410","16,918,703","54,839,113","3,551,557","3,706,724","1,375,093","8,633,374","9,202,919","72,675,406.00","4,527,000.00",0,0,0,"4,527,000.00","4,101,985.00","1,543,422","263,084","128,452","54,264","157,157","70,391",86,14,100,"3,890","67,819","5,481,047","352,534","378,222","10,842,369","2,915,364","2,169,036","8,673,333","1,196,774","3,365,810","12,039,143","9,885","2,471","10,210","5,536",946,"330,808","192,697","22,638",605,"1,008,492","1,816,093",2017,01/01/2016,12/31/2016,1,8,0,0,0,NO,1000 4TH AVE,SEATTLE,98104,2063864636,KING,"2,149,970",CI,MO,Y,N,53,33,63000,81,2023,5307,42660,0,PointAddress,E,CI1,100,"(47.606211, -122.332978)"
MO,MO0030,MO0030,CITY OF ST. LOUIS MUNICIPAL LIBRARY DISTRICT,1415 OLIVE ST,ST. LOUIS,63103,11,1,"319,294","319,294",1,16,3,52,52,338.4,390.4,"24,079,322","171,159","32,150","1,447,338","25,729,969","11,237,193","3,624,691","14,861,884","1,369,365","1,010,544","430,885","2,810,794","7,286,667","24,959,345.00",0,0,0,0,0,0,"2,894,428","222,614","104,498","3,255","59,840",500,58,12,70,"3,244","48,204","1,977,118","260,192","75,273","2,288,324","635,568","257,347","2,030,977","427,540","684,887","2,715,864","5,429","2,956","6,523","3,644",864,"150,147","91,721","22,993",248,"388,487","3,187,206",2017,10/01/2015,09/30/2016,1,4,0,0,0,NO,1415 OLIVE ST,ST. LOUIS,63103,3145390300,ST. LOUIS CITY,"311,404",LD,MA,Y,N,29,510,65000,1255,1014,2901,41180,0,PointAddress,E,CI1,100,"(38.630428, -90.200946)"
MO,MO0036,MO0036,SAINT LOUIS COUNTY LIBRARY,1640 S LINDBERGH BLVD,ST. LOUIS,63131,21,3,"859,148","859,148",1,19,9,22.4,206.2,272.2,478.4,"47,406,046","912,791","317,480","1,458,594","50,094,911","18,450,069","6,780,759","25,230,828","3,262,968","2,181,974","1,835,192","7,280,134","11,243,694","43,754,656.00",0,0,0,"166,071.00","166,071.00","29,503,192.00","1,358,777","69,955","111,205","18,642","186,369",204,227,12,239,"4,408","65,828","5,124,202","429,429","608,914","13,835,817","4,440,541","1,080,214","12,755,603","765,385","1,845,599","14,601,202","10,202","13,926","25,870","8,246",933,"646,077","462,706","35,529",588,"1,022,224","527,152",2017,01/01/2015,12/31/2015,1,4,0,0,0,ME,1640 S LINDBERGH BLVD,ST. LOUIS,63131,3149943300,ST. LOUIS,"998,581",LD,MO,Y,N,29,189,39656,2175,3002,2902,41180,0,PointAddress,E,CO2,100,"(38.630771, -90.405677)"
MN,MN0044,M0800,SAINT PAUL PUBLIC LIBRARY,90 WEST FOURTH STREET,SAINT PAUL,55102,11,1,"285,068","269,203",1,12,1,31,31,142.7,173.7,"16,663,463","310,696",0,"1,966,760","18,940,919","8,967,273","3,312,163","12,279,436","586,772","446,029","260,141","1,292,942","4,876,689","18,449,067.00","18,369.00",0,0,"199,479.00","217,848.00","217,848.00","777,789","114,675","51,601","10,424","99,629",0,29,49,78,975,"35,120","2,226,416","301,013","360,047","2,702,986","1,076,083","318,889","2,384,097","397,868","716,757","3,100,854","28,280","17,576","7,682","4,432",905,"149,245","102,866","15,216",411,"312,360",-1,2017,01/01/2016,12/31/2016,1,4,0,0,0,ME,90 WEST FOURTH STREET,SAINT PAUL,55102,6512667000,RAMSEY,"540,649",CI,MA,Y,N,27,123,58000,358,2001,2704,33460,0,Postal,E,CI1,100,"(44.941299, -93.118838)"
FL,FL0035,FL0035,HILLSBOROUGH COUNTY PUBLIC LIBRARY COOPERATIVE,900 NORTH ASHLEY DRIVE,TAMPA,33602,11,1,"1,387,840","1,380,947",0,28,2,138.18,138.18,224.73,362.91,"39,635,838","1,144,126",0,"1,613,029","42,392,993","15,291,277","5,490,941","20,782,218","2,032,102","2,455,116","468,131","4,955,349","10,365,687","36,103,254.00","548,817.00",0,0,0,"548,817.00","449,129.00","1,742,973","214,532","122,276","46,129","289,225","33,692",76,68,144,"2,393","76,810","4,404,315","775,553","680,282","8,931,559","2,984,038","3,446,794","5,484,765",-1,-1,"8,931,559","2,307","2,990","14,974","6,602","1,625","299,690","208,340","24,237","1,640","782,202","753,777",2017,10/01/2015,09/30/2016,1,5,0,0,0,ME,900 NORTH ASHLEY DRIVE,TAMPA,33602,8132733660,HILLSBOROUGH,"1,376,238",CO,MO,Y,N,12,57,71000,51.01,1231,1214,45300,0,PointAddress,E,CO1,100,"(27.951199, -82.461648)"
AZ,AZ0038,AE-TEMPE,TEMPE PUBLIC LIBRARY,3500 SOUTH RURAL ROAD,TEMPE,85282,12,2,"176,584","111,929",1,0,0,15.28,15.28,20.24,35.52,"3,572,632","8,398","7,500","141,904","3,730,434","1,674,227","578,983","2,253,210","93,664","227,987","25,271","346,922","972,500","3,572,632.00",0,0,0,0,0,0,"207,079","15,773","10,098","3,929","11,844",167,13,33,46,177,"2,912","692,886","31,118","124,736","837,833","281,317","128,805","709,028","605,369","734,174","1,443,202",579,607,"1,390",332,68,"37,826","25,965","1,434",140,"148,023",-1,2017,07/01/2015,06/30/2016,1,6,0,14,15,NO,3500 SOUTH RURAL ROAD,TEMPE,85282,4803505500,MARICOPA,"4,242,997",CI,SO,Y,N,4,13,73000,3198,6000,409,38060,0,PointAddress,E,CI2,100,"(33.391177, -111.926403)"
AZ,AZ0064,AE-PIMA,PIMA COUNTY PUBLIC LIBRARY,101 NORTH STONE AVENUE,TUCSON,85701,11,1,"1,013,103","642,164",1,26,1,102,102,283,385,"38,829,762","51,223","71,926","966,815","39,919,726","13,778,449","4,256,031","18,034,480","2,845,489","1,096,492","381,169","4,323,150","13,525,187","35,882,817.00",0,0,0,0,0,"206,583.00","961,380","27,808","77,356","14,500","90,153",-1,52,33,85,"2,465","72,435","5,370,874","468,740","385,975","5,136,217","1,181,975","936,089","4,200,128","708,680","1,644,769","5,844,897","1,902","11,510","13,160","5,510","1,472","232,026","131,730","16,690",690,"1,215,002","2,025,514",2017,07/01/2015,06/30/2016,2,6,0,14,15,NO,101 NORTH STONE AVENUE,TUCSON,85701,5205945601,PIMA,"1,016,206",CC,MO,Y,N,4,19,77000,1,2003,403,46060,0,StreetAddress,E,CO2,100,"(32.222892, -110.971479)"
AZ,AZ0179,AE-FERNANDO,DR. FERNANDO ESCALANTE COMMUNITY LIBRARY & RESOURCE CENTER,5100 WEST CALLE TETAKUSIM,TUCSON,85757,21,3,"3,982","2,524",1,0,0,0,0,2.49,2.49,"74,282",0,0,"3,475","77,757","61,702","20,691","82,393","9,395","3,169","2,005","14,569","24,917","121,879.00",0,0,0,0,0,"6,546.00",-1,-1,140,-1,67,-1,-1,33,-1,0,"1,952","7,292","2,087","3,462",-1,329,-1,0,-1,-1,-1,152,0,0,0,0,0,0,0,6,0,0,2017,07/01/2015,06/30/2016,4,6,0,14,15,NO,7474 SOUTH CAMINO DE OESTE,TUCSON,85757,5208795474,PIMA,"1,016,206",NL,SO,Y,N,4,19,M,9410,2011,403,46060,0,PointAddress,E,OTH,100,"(32.115355, -111.074751)"
AZ,AZ0184,AE-XAVIER,SAN XAVIER LEARNING CENTER LIBRARY,1960 WEST WAIK LANE,TUCSON,85746,11,1,"1,885","1,195",1,0,0,0,0,2,2,"69,912",0,0,0,"69,912",-9,-9,-9,"8,470","1,186","2,019","11,675",-9,"97,019.00",0,0,0,0,0,"9,746.00","3,800",-1,20,-1,20,-1,-1,33,-1,18,"2,600","10,596",280,550,-1,152,-1,0,-1,-1,-1,116,0,235,200,25,"4,850","4,500",100,10,"5,000",0,2017,07/01/2015,06/30/2016,4,6,0,14,15,NO,2018 WEST SAN XAVIER ROAD,TUCSON,85746,5208078620,PIMA,"1,016,206",NL,SO,Y,N,4,19,77000,25.05,1005,403,46060,0,Postal,E,OTH,77,"(32.15084, -111.003015)"
OK,OK0093,7,TULSA CITY-COUNTY LIBRARY SYSTEM,400 CIVIC CENTER,TULSA,74103,11,1,"639,242","637,528",1,25,3,125,174.75,262.7,437.45,"28,445,758","299,302","257,553","1,001,355","30,003,968","13,331,470","3,524,542","16,856,012","1,858,688","1,046,177","671,947","3,576,812","6,366,371","26,799,195.00","5,000,000.00",0,0,0,"5,000,000.00","7,188,598.00","1,345,681","38,637","92,603","12,300","82,522",-1,38,25,63,"1,292","70,928","2,629,272","370,656","391,974","6,011,002","2,107,605","1,318,008","4,692,994","788,098","2,106,106","6,799,100","8,003","1,787","6,345","4,077",664,"307,102","238,542","24,646",510,"862,418","355,298",2017,07/01/2015,06/30/2016,1,6,0,0,0,HQ,400 CIVIC CENTER,TULSA,74103,9185497323,TULSA,"642,940",CO,MO,Y,N,40,143,75000,25,1004,4001,46140,0,StreetAddress,E,CO1,100,"(36.150182, -95.993611)"
VA,VA0082,VA0082,VIRGINIA BEACH PUBLIC LIBRARY,2416 COURTHOUSE DRIVE BUILDING 19,VIRGINIA BEACH,23456,11,1,"449,628","449,628",1,9,1,42,42,250,292,"23,071,752","215,065","35,861","25,357","23,348,035","9,944,189","3,477,538","13,421,727","886,288","830,198","450,007","2,166,493","6,508,991","22,097,211.00",0,0,0,0,0,0,"550,914","26,010","68,939","9,396","54,613","1,463",84,35,119,"1,013","28,148","2,002,625","288,237","365,276","3,176,634","548,395","398,680","2,777,954","987,901","1,386,581","4,164,535","3,294",421,"7,335","5,130",441,"167,811","153,481","9,261",275,"420,715","288,176",2017,07/01/2015,06/30/2016,2,5,0,0,0,NO,2416 COURTHOUSE DRIVE BUILDING 19,VIRGINIA BEACH,23456,7573850150,VIRGINIA BEACH,"452,602",CI,MA,Y,N,51,810,82000,454.23,2036,5102,47260,0,PointAddress,E,CI1,100,"(36.750576, -76.055538)"
DC,DC0001,DCPL,DISTRICT OF COLUMBIA PUBLIC LIBRARY,"901 G STREET, N.W. (ROOM 400)",WASHINGTON,20001,11,1,"681,170","681,170",1,25,0,153,153,381.9,534.9,"55,074,028",0,"924,058","1,159,803","57,157,889","34,153,855","7,934,292","42,088,147","2,137,334","1,201,015","333,589","3,671,938","10,716,435","56,476,520.00","21,095,000.00",0,0,0,"21,095,000.00","18,699,010.00","1,862,550","244,210","30,262","21,187","153,017",903,133,0,133,"2,702","83,044","3,930,763","807,100","406,801","4,439,827","1,512,196","1,151,684","3,288,143",-1,"1,151,684","4,439,827",0,154,"13,949","8,038","1,204","317,699","259,633","9,282","1,000","981,495","393,468",2017,10/01/2015,09/30/2016,2,2,0,0,0,NO,"901 G STREET, N.W. (ROOM 400)",WASHINGTON,20001,2027271101,DIST OF COLUMBIA,"681,170",CI,MO,Y,N,11,1,50000,58,1018,1198,47900,0,StreetAddress,E,CI1,92.43,"(38.898412, -77.024069)"
KS,KS0226,KS0319,WICHITA PUBLIC LIBRARY,223 S. MAIN ST,WICHITA,67202,11,1,"389,965","389,965",1,7,0,29,30,76,106,"8,447,082","385,130",263,"294,385","9,126,860","4,775,218","1,604,126","6,379,344","555,616","170,887","182,125","908,628","1,385,115","8,673,087.00",0,0,0,0,0,0,"573,200","91,873","43,394","23,137","56,601",0,0,64,64,744,"20,362","967,166","136,903","142,314","2,107,855","637,983","124,213","1,983,642",0,"124,213","2,107,855","14,164","6,406","2,589","1,542",104,"66,915","52,655","4,438",88,"123,686","51,409",2017,01/01/2016,12/31/2016,1,4,0,0,0,ME,223 S. MAIN ST,WICHITA,67202,3162618500,SEDGWICK,"511,995",CI,MO,Y,N,20,173,79000,43,3055,2004,48620,0,PointAddress,E,CI1,100,"(37.684391, -97.338206)"
NC,NC0032,C-FORSYTH,FORSYTH COUNTY PUBLIC LIBRARY,660 W 5TH ST,WINSTON-SALEM,27101,12,2,"366,543","366,053",1,11,2,46.5,47.5,56.3,103.8,"7,547,345","294,157","39,822","496,955","8,378,279","3,493,647","1,359,025","4,852,672","541,594","327,183","102,454","971,231","2,554,376","8,378,279.00",0,0,0,0,0,0,"617,803","99,326","33,182","35,429","30,103",713,28,74,102,"1,528","32,164","1,051,020","317,518","185,529","1,534,877","453,576","174,756","1,360,121","456,325","631,081","1,991,202",418,855,"5,172","2,306",350,"105,923","70,328","2,515",140,"282,920",-1,2017,07/01/2015,06/30/2016,1,5,0,0,0,NO,201 N. CHESTNUT ST. 5TH FLR.,WINSTON-SALEM,27101,3367033016,FORSYTH,"371,511",CO,MO,Y,N,37,67,75000,1,1038,3705,49180,0,PointAddress,E,CO2,100,"(36.099014, -80.252478)"